route_id,primary_topology,secondary_phase,tertiary_phase,primary_product,secondary_product,tertiary_product,failure_label,framework_density,largest_free_sphere,accessible_volume_izc,largest_included_sphere,framework_descriptor_json
8034,,,,amorphous,,,failed_amorphous,,,,,
8035,MWW,,,MIT-1,,,success,15.9,4.10656,17.43,9.07385,"{""volume"": 4333.423763325055, ""ring_size_0"": 10.0, ""ring_size_1"": 6.0, ""ring_size_2"": 5.0, ""ring_size_3"": 4.0, ""framework_density"": 15.9, ""largest_free_sphere"": 4.10656, ""accessible_volume_izc"": 17.43, ""largest_free_sphere_a"": 4.10656, ""largest_free_sphere_b"": 4.10656, ""largest_free_sphere_c"": 2.01769, ""largest_free_sphere_izc"": 4.92, ""largest_included_sphere"": 9.07385, ""largest_free_sphere_a_izc"": 4.92, ""largest_free_sphere_b_izc"": 4.92, ""largest_free_sphere_c_izc"": 2.6, ""largest_included_sphere_a"": 9.07385, ""largest_included_sphere_b"": 9.07385, ""largest_included_sphere_c"": 8.99575, ""largest_included_sphere_fsp"": 9.07385, ""largest_included_sphere_izc"": 9.69, ""chan_num_channels"": 2.0, ""density"": 1.65771, ""sa_num_channels"": 2.0, ""avol_num_channels"": 2.0}"
8036,,,,amorphous,,,failed_amorphous,,,,,
8037,MWW,,,MIT-1,,,success,15.9,4.10656,17.43,9.07385,"{""volume"": 4333.423763325055, ""ring_size_0"": 10.0, ""ring_size_1"": 6.0, ""ring_size_2"": 5.0, ""ring_size_3"": 4.0, ""framework_density"": 15.9, ""largest_free_sphere"": 4.10656, ""accessible_volume_izc"": 17.43, ""largest_free_sphere_a"": 4.10656, ""largest_free_sphere_b"": 4.10656, ""largest_free_sphere_c"": 2.01769, ""largest_free_sphere_izc"": 4.92, ""largest_included_sphere"": 9.07385, ""largest_free_sphere_a_izc"": 4.92, ""largest_free_sphere_b_izc"": 4.92, ""largest_free_sphere_c_izc"": 2.6, ""largest_included_sphere_a"": 9.07385, ""largest_included_sphere_b"": 9.07385, ""largest_included_sphere_c"": 8.99575, ""largest_included_sphere_fsp"": 9.07385, ""largest_included_sphere_izc"": 9.69, ""chan_num_channels"": 2.0, ""density"": 1.65771, ""sa_num_channels"": 2.0, ""avol_num_channels"": 2.0}"
8038,MWW,,,MIT-1,,,success,15.9,4.10656,17.43,9.07385,"{""volume"": 4333.423763325055, ""ring_size_0"": 10.0, ""ring_size_1"": 6.0, ""ring_size_2"": 5.0, ""ring_size_3"": 4.0, ""framework_density"": 15.9, ""largest_free_sphere"": 4.10656, ""accessible_volume_izc"": 17.43, ""largest_free_sphere_a"": 4.10656, ""largest_free_sphere_b"": 4.10656, ""largest_free_sphere_c"": 2.01769, ""largest_free_sphere_izc"": 4.92, ""largest_included_sphere"": 9.07385, ""largest_free_sphere_a_izc"": 4.92, ""largest_free_sphere_b_izc"": 4.92, ""largest_free_sphere_c_izc"": 2.6, ""largest_included_sphere_a"": 9.07385, ""largest_included_sphere_b"": 9.07385, ""largest_included_sphere_c"": 8.99575, ""largest_included_sphere_fsp"": 9.07385, ""largest_included_sphere_izc"": 9.69, ""chan_num_channels"": 2.0, ""density"": 1.65771, ""sa_num_channels"": 2.0, ""avol_num_channels"": 2.0}"
8039,*MRE,,,ZSM-48,,,success,,,,,
8040,,,,amorphous,,,failed_amorphous,,,,,
8041,,,,amorphous,,,failed_amorphous,,,,,
8042,,,,amorphous,,,failed_amorphous,,,,,
8043,MFI,,,MFI,amorphous,,failed_amorphous,18.4,4.47828,9.81,6.1816,"{""volume"": 5253.124009070798, ""ring_size_0"": 10.0, ""ring_size_1"": 6.0, ""ring_size_2"": 5.0, ""ring_size_3"": 4.0, ""framework_density"": 18.4, ""largest_free_sphere"": 4.47828, ""accessible_volume_izc"": 9.81, ""largest_free_sphere_a"": 4.47824, ""largest_free_sphere_b"": 4.47828, ""largest_free_sphere_c"": 4.47828, ""largest_free_sphere_izc"": 4.7, ""largest_included_sphere"": 6.1816, ""largest_free_sphere_a_izc"": 4.7, ""largest_free_sphere_b_izc"": 4.46, ""largest_free_sphere_c_izc"": 4.46, ""largest_included_sphere_a"": 6.17626, ""largest_included_sphere_b"": 6.16572, ""largest_included_sphere_c"": 6.1816, ""largest_included_sphere_fsp"": 6.1816, ""largest_included_sphere_izc"": 6.36, ""chan_num_channels"": 1.0, ""density"": 1.82331, ""sa_num_channels"": 1.0, ""avol_num_channels"": 1.0}"
8044,MWW,,,MIT-1,,,success,15.9,4.10656,17.43,9.07385,"{""volume"": 4333.423763325055, ""ring_size_0"": 10.0, ""ring_size_1"": 6.0, ""ring_size_2"": 5.0, ""ring_size_3"": 4.0, ""framework_density"": 15.9, ""largest_free_sphere"": 4.10656, ""accessible_volume_izc"": 17.43, ""largest_free_sphere_a"": 4.10656, ""largest_free_sphere_b"": 4.10656, ""largest_free_sphere_c"": 2.01769, ""largest_free_sphere_izc"": 4.92, ""largest_included_sphere"": 9.07385, ""largest_free_sphere_a_izc"": 4.92, ""largest_free_sphere_b_izc"": 4.92, ""largest_free_sphere_c_izc"": 2.6, ""largest_included_sphere_a"": 9.07385, ""largest_included_sphere_b"": 9.07385, ""largest_included_sphere_c"": 8.99575, ""largest_included_sphere_fsp"": 9.07385, ""largest_included_sphere_izc"": 9.69, ""chan_num_channels"": 2.0, ""density"": 1.65771, ""sa_num_channels"": 2.0, ""avol_num_channels"": 2.0}"
8045,MWW,,,MIT-1,,,success,15.9,4.10656,17.43,9.07385,"{""volume"": 4333.423763325055, ""ring_size_0"": 10.0, ""ring_size_1"": 6.0, ""ring_size_2"": 5.0, ""ring_size_3"": 4.0, ""framework_density"": 15.9, ""largest_free_sphere"": 4.10656, ""accessible_volume_izc"": 17.43, ""largest_free_sphere_a"": 4.10656, ""largest_free_sphere_b"": 4.10656, ""largest_free_sphere_c"": 2.01769, ""largest_free_sphere_izc"": 4.92, ""largest_included_sphere"": 9.07385, ""largest_free_sphere_a_izc"": 4.92, ""largest_free_sphere_b_izc"": 4.92, ""largest_free_sphere_c_izc"": 2.6, ""largest_included_sphere_a"": 9.07385, ""largest_included_sphere_b"": 9.07385, ""largest_included_sphere_c"": 8.99575, ""largest_included_sphere_fsp"": 9.07385, ""largest_included_sphere_izc"": 9.69, ""chan_num_channels"": 2.0, ""density"": 1.65771, ""sa_num_channels"": 2.0, ""avol_num_channels"": 2.0}"
8046,,,,amorphous,,,failed_amorphous,,,,,
8047,*MRE,,,ZSM-48,,,success,,,,,
8048,*MRE,,,ZSM-48,,,success,,,,,
8049,*MRE,,,ZSM-48,,,success,,,,,
8050,MFI,,,MFI,amorphous,,failed_amorphous,18.4,4.47828,9.81,6.1816,"{""volume"": 5253.124009070798, ""ring_size_0"": 10.0, ""ring_size_1"": 6.0, ""ring_size_2"": 5.0, ""ring_size_3"": 4.0, ""framework_density"": 18.4, ""largest_free_sphere"": 4.47828, ""accessible_volume_izc"": 9.81, ""largest_free_sphere_a"": 4.47824, ""largest_free_sphere_b"": 4.47828, ""largest_free_sphere_c"": 4.47828, ""largest_free_sphere_izc"": 4.7, ""largest_included_sphere"": 6.1816, ""largest_free_sphere_a_izc"": 4.7, ""largest_free_sphere_b_izc"": 4.46, ""largest_free_sphere_c_izc"": 4.46, ""largest_included_sphere_a"": 6.17626, ""largest_included_sphere_b"": 6.16572, ""largest_included_sphere_c"": 6.1816, ""largest_included_sphere_fsp"": 6.1816, ""largest_included_sphere_izc"": 6.36, ""chan_num_channels"": 1.0, ""density"": 1.82331, ""sa_num_channels"": 1.0, ""avol_num_channels"": 1.0}"
8051,MWW,,,MIT-1,,,success,15.9,4.10656,17.43,9.07385,"{""volume"": 4333.423763325055, ""ring_size_0"": 10.0, ""ring_size_1"": 6.0, ""ring_size_2"": 5.0, ""ring_size_3"": 4.0, ""framework_density"": 15.9, ""largest_free_sphere"": 4.10656, ""accessible_volume_izc"": 17.43, ""largest_free_sphere_a"": 4.10656, ""largest_free_sphere_b"": 4.10656, ""largest_free_sphere_c"": 2.01769, ""largest_free_sphere_izc"": 4.92, ""largest_included_sphere"": 9.07385, ""largest_free_sphere_a_izc"": 4.92, ""largest_free_sphere_b_izc"": 4.92, ""largest_free_sphere_c_izc"": 2.6, ""largest_included_sphere_a"": 9.07385, ""largest_included_sphere_b"": 9.07385, ""largest_included_sphere_c"": 8.99575, ""largest_included_sphere_fsp"": 9.07385, ""largest_included_sphere_izc"": 9.69, ""chan_num_channels"": 2.0, ""density"": 1.65771, ""sa_num_channels"": 2.0, ""avol_num_channels"": 2.0}"
8052,MOR,,,MOR,,,success,17.0,5.69638,12.27,5.92579,"{""volume"": 2684.5439145501546, ""ring_size_0"": 12.0, ""ring_size_1"": 8.0, ""ring_size_2"": 5.0, ""ring_size_3"": 4.0, ""framework_density"": 17.0, ""largest_free_sphere"": 5.69638, ""accessible_volume_izc"": 12.27, ""largest_free_sphere_a"": 0.68106, ""largest_free_sphere_b"": 2.30015, ""largest_free_sphere_c"": 5.69638, ""largest_free_sphere_izc"": 6.45, ""largest_included_sphere"": 5.92579, ""largest_free_sphere_a_izc"": 1.57, ""largest_free_sphere_b_izc"": 2.95, ""largest_free_sphere_c_izc"": 6.45, ""largest_included_sphere_a"": 5.91603, ""largest_included_sphere_b"": 5.92157, ""largest_included_sphere_c"": 5.92278, ""largest_included_sphere_fsp"": 5.92278, ""largest_included_sphere_izc"": 6.7, ""chan_num_channels"": 2.0, ""density"": 1.78393, ""sa_num_channels"": 2.0, ""avol_num_channels"": 2.0}"
8053,MWW,,,MIT-1,,,success,15.9,4.10656,17.43,9.07385,"{""volume"": 4333.423763325055, ""ring_size_0"": 10.0, ""ring_size_1"": 6.0, ""ring_size_2"": 5.0, ""ring_size_3"": 4.0, ""framework_density"": 15.9, ""largest_free_sphere"": 4.10656, ""accessible_volume_izc"": 17.43, ""largest_free_sphere_a"": 4.10656, ""largest_free_sphere_b"": 4.10656, ""largest_free_sphere_c"": 2.01769, ""largest_free_sphere_izc"": 4.92, ""largest_included_sphere"": 9.07385, ""largest_free_sphere_a_izc"": 4.92, ""largest_free_sphere_b_izc"": 4.92, ""largest_free_sphere_c_izc"": 2.6, ""largest_included_sphere_a"": 9.07385, ""largest_included_sphere_b"": 9.07385, ""largest_included_sphere_c"": 8.99575, ""largest_included_sphere_fsp"": 9.07385, ""largest_included_sphere_izc"": 9.69, ""chan_num_channels"": 2.0, ""density"": 1.65771, ""sa_num_channels"": 2.0, ""avol_num_channels"": 2.0}"
8054,MWW,MOR,,MWW,MOR,,mixed_phase,15.9,4.10656,17.43,9.07385,"{""volume"": 4333.423763325055, ""ring_size_0"": 10.0, ""ring_size_1"": 6.0, ""ring_size_2"": 5.0, ""ring_size_3"": 4.0, ""framework_density"": 15.9, ""largest_free_sphere"": 4.10656, ""accessible_volume_izc"": 17.43, ""largest_free_sphere_a"": 4.10656, ""largest_free_sphere_b"": 4.10656, ""largest_free_sphere_c"": 2.01769, ""largest_free_sphere_izc"": 4.92, ""largest_included_sphere"": 9.07385, ""largest_free_sphere_a_izc"": 4.92, ""largest_free_sphere_b_izc"": 4.92, ""largest_free_sphere_c_izc"": 2.6, ""largest_included_sphere_a"": 9.07385, ""largest_included_sphere_b"": 9.07385, ""largest_included_sphere_c"": 8.99575, ""largest_included_sphere_fsp"": 9.07385, ""largest_included_sphere_izc"": 9.69, ""chan_num_channels"": 2.0, ""density"": 1.65771, ""sa_num_channels"": 2.0, ""avol_num_channels"": 2.0}"
8055,,,,amorphous,,,failed_amorphous,,,,,
8056,MWW,,,MIT-1,amorphous,,failed_amorphous,15.9,4.10656,17.43,9.07385,"{""volume"": 4333.423763325055, ""ring_size_0"": 10.0, ""ring_size_1"": 6.0, ""ring_size_2"": 5.0, ""ring_size_3"": 4.0, ""framework_density"": 15.9, ""largest_free_sphere"": 4.10656, ""accessible_volume_izc"": 17.43, ""largest_free_sphere_a"": 4.10656, ""largest_free_sphere_b"": 4.10656, ""largest_free_sphere_c"": 2.01769, ""largest_free_sphere_izc"": 4.92, ""largest_included_sphere"": 9.07385, ""largest_free_sphere_a_izc"": 4.92, ""largest_free_sphere_b_izc"": 4.92, ""largest_free_sphere_c_izc"": 2.6, ""largest_included_sphere_a"": 9.07385, ""largest_included_sphere_b"": 9.07385, ""largest_included_sphere_c"": 8.99575, ""largest_included_sphere_fsp"": 9.07385, ""largest_included_sphere_izc"": 9.69, ""chan_num_channels"": 2.0, ""density"": 1.65771, ""sa_num_channels"": 2.0, ""avol_num_channels"": 2.0}"
8057,MWW,,,MIT-1,amorphous,,failed_amorphous,15.9,4.10656,17.43,9.07385,"{""volume"": 4333.423763325055, ""ring_size_0"": 10.0, ""ring_size_1"": 6.0, ""ring_size_2"": 5.0, ""ring_size_3"": 4.0, ""framework_density"": 15.9, ""largest_free_sphere"": 4.10656, ""accessible_volume_izc"": 17.43, ""largest_free_sphere_a"": 4.10656, ""largest_free_sphere_b"": 4.10656, ""largest_free_sphere_c"": 2.01769, ""largest_free_sphere_izc"": 4.92, ""largest_included_sphere"": 9.07385, ""largest_free_sphere_a_izc"": 4.92, ""largest_free_sphere_b_izc"": 4.92, ""largest_free_sphere_c_izc"": 2.6, ""largest_included_sphere_a"": 9.07385, ""largest_included_sphere_b"": 9.07385, ""largest_included_sphere_c"": 8.99575, ""largest_included_sphere_fsp"": 9.07385, ""largest_included_sphere_izc"": 9.69, ""chan_num_channels"": 2.0, ""density"": 1.65771, ""sa_num_channels"": 2.0, ""avol_num_channels"": 2.0}"
8058,MWW,,,MIT-1,,,success,15.9,4.10656,17.43,9.07385,"{""volume"": 4333.423763325055, ""ring_size_0"": 10.0, ""ring_size_1"": 6.0, ""ring_size_2"": 5.0, ""ring_size_3"": 4.0, ""framework_density"": 15.9, ""largest_free_sphere"": 4.10656, ""accessible_volume_izc"": 17.43, ""largest_free_sphere_a"": 4.10656, ""largest_free_sphere_b"": 4.10656, ""largest_free_sphere_c"": 2.01769, ""largest_free_sphere_izc"": 4.92, ""largest_included_sphere"": 9.07385, ""largest_free_sphere_a_izc"": 4.92, ""largest_free_sphere_b_izc"": 4.92, ""largest_free_sphere_c_izc"": 2.6, ""largest_included_sphere_a"": 9.07385, ""largest_included_sphere_b"": 9.07385, ""largest_included_sphere_c"": 8.99575, ""largest_included_sphere_fsp"": 9.07385, ""largest_included_sphere_izc"": 9.69, ""chan_num_channels"": 2.0, ""density"": 1.65771, ""sa_num_channels"": 2.0, ""avol_num_channels"": 2.0}"
8059,,,,,,,failed_amorphous,,,,,
8060,FAU,GIS,,FAU,GIS,,mixed_phase,13.3,6.76494,27.42,10.56867,"{""volume"": 14219.05160199118, ""ring_size_0"": 12.0, ""ring_size_1"": 6.0, ""ring_size_2"": 4.0, ""framework_density"": 13.3, ""largest_free_sphere"": 6.76494, ""accessible_volume_izc"": 27.42, ""largest_free_sphere_a"": 6.76488, ""largest_free_sphere_b"": 6.76494, ""largest_free_sphere_c"": 6.76494, ""largest_free_sphere_izc"": 7.35, ""largest_included_sphere"": 10.56867, ""largest_free_sphere_a_izc"": 7.35, ""largest_free_sphere_b_izc"": 7.35, ""largest_free_sphere_c_izc"": 7.35, ""largest_included_sphere_a"": 10.56384, ""largest_included_sphere_b"": 10.56867, ""largest_included_sphere_c"": 10.56384, ""largest_included_sphere_fsp"": 10.56867, ""largest_included_sphere_izc"": 11.24, ""chan_num_channels"": 1.0, ""density"": 1.34722, ""sa_num_channels"": 1.0, ""avol_num_channels"": 1.0}"
8061,FAU,GIS,,FAU,GIS,,mixed_phase,13.3,6.76494,27.42,10.56867,"{""volume"": 14219.05160199118, ""ring_size_0"": 12.0, ""ring_size_1"": 6.0, ""ring_size_2"": 4.0, ""framework_density"": 13.3, ""largest_free_sphere"": 6.76494, ""accessible_volume_izc"": 27.42, ""largest_free_sphere_a"": 6.76488, ""largest_free_sphere_b"": 6.76494, ""largest_free_sphere_c"": 6.76494, ""largest_free_sphere_izc"": 7.35, ""largest_included_sphere"": 10.56867, ""largest_free_sphere_a_izc"": 7.35, ""largest_free_sphere_b_izc"": 7.35, ""largest_free_sphere_c_izc"": 7.35, ""largest_included_sphere_a"": 10.56384, ""largest_included_sphere_b"": 10.56867, ""largest_included_sphere_c"": 10.56384, ""largest_included_sphere_fsp"": 10.56867, ""largest_included_sphere_izc"": 11.24, ""chan_num_channels"": 1.0, ""density"": 1.34722, ""sa_num_channels"": 1.0, ""avol_num_channels"": 1.0}"
8062,FAU,GIS,,FAU,GIS,,mixed_phase,13.3,6.76494,27.42,10.56867,"{""volume"": 14219.05160199118, ""ring_size_0"": 12.0, ""ring_size_1"": 6.0, ""ring_size_2"": 4.0, ""framework_density"": 13.3, ""largest_free_sphere"": 6.76494, ""accessible_volume_izc"": 27.42, ""largest_free_sphere_a"": 6.76488, ""largest_free_sphere_b"": 6.76494, ""largest_free_sphere_c"": 6.76494, ""largest_free_sphere_izc"": 7.35, ""largest_included_sphere"": 10.56867, ""largest_free_sphere_a_izc"": 7.35, ""largest_free_sphere_b_izc"": 7.35, ""largest_free_sphere_c_izc"": 7.35, ""largest_included_sphere_a"": 10.56384, ""largest_included_sphere_b"": 10.56867, ""largest_included_sphere_c"": 10.56384, ""largest_included_sphere_fsp"": 10.56867, ""largest_included_sphere_izc"": 11.24, ""chan_num_channels"": 1.0, ""density"": 1.34722, ""sa_num_channels"": 1.0, ""avol_num_channels"": 1.0}"
8063,FAU,*BEA,,FAU,*BEA,,mixed_phase,13.3,6.76494,27.42,10.56867,"{""volume"": 14219.05160199118, ""ring_size_0"": 12.0, ""ring_size_1"": 6.0, ""ring_size_2"": 4.0, ""framework_density"": 13.3, ""largest_free_sphere"": 6.76494, ""accessible_volume_izc"": 27.42, ""largest_free_sphere_a"": 6.76488, ""largest_free_sphere_b"": 6.76494, ""largest_free_sphere_c"": 6.76494, ""largest_free_sphere_izc"": 7.35, ""largest_included_sphere"": 10.56867, ""largest_free_sphere_a_izc"": 7.35, ""largest_free_sphere_b_izc"": 7.35, ""largest_free_sphere_c_izc"": 7.35, ""largest_included_sphere_a"": 10.56384, ""largest_included_sphere_b"": 10.56867, ""largest_included_sphere_c"": 10.56384, ""largest_included_sphere_fsp"": 10.56867, ""largest_included_sphere_izc"": 11.24, ""chan_num_channels"": 1.0, ""density"": 1.34722, ""sa_num_channels"": 1.0, ""avol_num_channels"": 1.0}"
8064,FAU,*BEA,,FAU,*BEA,,mixed_phase,13.3,6.76494,27.42,10.56867,"{""volume"": 14219.05160199118, ""ring_size_0"": 12.0, ""ring_size_1"": 6.0, ""ring_size_2"": 4.0, ""framework_density"": 13.3, ""largest_free_sphere"": 6.76494, ""accessible_volume_izc"": 27.42, ""largest_free_sphere_a"": 6.76488, ""largest_free_sphere_b"": 6.76494, ""largest_free_sphere_c"": 6.76494, ""largest_free_sphere_izc"": 7.35, ""largest_included_sphere"": 10.56867, ""largest_free_sphere_a_izc"": 7.35, ""largest_free_sphere_b_izc"": 7.35, ""largest_free_sphere_c_izc"": 7.35, ""largest_included_sphere_a"": 10.56384, ""largest_included_sphere_b"": 10.56867, ""largest_included_sphere_c"": 10.56384, ""largest_included_sphere_fsp"": 10.56867, ""largest_included_sphere_izc"": 11.24, ""chan_num_channels"": 1.0, ""density"": 1.34722, ""sa_num_channels"": 1.0, ""avol_num_channels"": 1.0}"
8065,FAU,*BEA,,FAU,*BEA,,mixed_phase,13.3,6.76494,27.42,10.56867,"{""volume"": 14219.05160199118, ""ring_size_0"": 12.0, ""ring_size_1"": 6.0, ""ring_size_2"": 4.0, ""framework_density"": 13.3, ""largest_free_sphere"": 6.76494, ""accessible_volume_izc"": 27.42, ""largest_free_sphere_a"": 6.76488, ""largest_free_sphere_b"": 6.76494, ""largest_free_sphere_c"": 6.76494, ""largest_free_sphere_izc"": 7.35, ""largest_included_sphere"": 10.56867, ""largest_free_sphere_a_izc"": 7.35, ""largest_free_sphere_b_izc"": 7.35, ""largest_free_sphere_c_izc"": 7.35, ""largest_included_sphere_a"": 10.56384, ""largest_included_sphere_b"": 10.56867, ""largest_included_sphere_c"": 10.56384, ""largest_included_sphere_fsp"": 10.56867, ""largest_included_sphere_izc"": 11.24, ""chan_num_channels"": 1.0, ""density"": 1.34722, ""sa_num_channels"": 1.0, ""avol_num_channels"": 1.0}"
8066,FAU,*BEA,,FAU,*BEA,,mixed_phase,13.3,6.76494,27.42,10.56867,"{""volume"": 14219.05160199118, ""ring_size_0"": 12.0, ""ring_size_1"": 6.0, ""ring_size_2"": 4.0, ""framework_density"": 13.3, ""largest_free_sphere"": 6.76494, ""accessible_volume_izc"": 27.42, ""largest_free_sphere_a"": 6.76488, ""largest_free_sphere_b"": 6.76494, ""largest_free_sphere_c"": 6.76494, ""largest_free_sphere_izc"": 7.35, ""largest_included_sphere"": 10.56867, ""largest_free_sphere_a_izc"": 7.35, ""largest_free_sphere_b_izc"": 7.35, ""largest_free_sphere_c_izc"": 7.35, ""largest_included_sphere_a"": 10.56384, ""largest_included_sphere_b"": 10.56867, ""largest_included_sphere_c"": 10.56384, ""largest_included_sphere_fsp"": 10.56867, ""largest_included_sphere_izc"": 11.24, ""chan_num_channels"": 1.0, ""density"": 1.34722, ""sa_num_channels"": 1.0, ""avol_num_channels"": 1.0}"
8067,FAU,,,FAU,,,success,13.3,6.76494,27.42,10.56867,"{""volume"": 14219.05160199118, ""ring_size_0"": 12.0, ""ring_size_1"": 6.0, ""ring_size_2"": 4.0, ""framework_density"": 13.3, ""largest_free_sphere"": 6.76494, ""accessible_volume_izc"": 27.42, ""largest_free_sphere_a"": 6.76488, ""largest_free_sphere_b"": 6.76494, ""largest_free_sphere_c"": 6.76494, ""largest_free_sphere_izc"": 7.35, ""largest_included_sphere"": 10.56867, ""largest_free_sphere_a_izc"": 7.35, ""largest_free_sphere_b_izc"": 7.35, ""largest_free_sphere_c_izc"": 7.35, ""largest_included_sphere_a"": 10.56384, ""largest_included_sphere_b"": 10.56867, ""largest_included_sphere_c"": 10.56384, ""largest_included_sphere_fsp"": 10.56867, ""largest_included_sphere_izc"": 11.24, ""chan_num_channels"": 1.0, ""density"": 1.34722, ""sa_num_channels"": 1.0, ""avol_num_channels"": 1.0}"
8068,FAU,,,FAU,,,success,13.3,6.76494,27.42,10.56867,"{""volume"": 14219.05160199118, ""ring_size_0"": 12.0, ""ring_size_1"": 6.0, ""ring_size_2"": 4.0, ""framework_density"": 13.3, ""largest_free_sphere"": 6.76494, ""accessible_volume_izc"": 27.42, ""largest_free_sphere_a"": 6.76488, ""largest_free_sphere_b"": 6.76494, ""largest_free_sphere_c"": 6.76494, ""largest_free_sphere_izc"": 7.35, ""largest_included_sphere"": 10.56867, ""largest_free_sphere_a_izc"": 7.35, ""largest_free_sphere_b_izc"": 7.35, ""largest_free_sphere_c_izc"": 7.35, ""largest_included_sphere_a"": 10.56384, ""largest_included_sphere_b"": 10.56867, ""largest_included_sphere_c"": 10.56384, ""largest_included_sphere_fsp"": 10.56867, ""largest_included_sphere_izc"": 11.24, ""chan_num_channels"": 1.0, ""density"": 1.34722, ""sa_num_channels"": 1.0, ""avol_num_channels"": 1.0}"
8069,FAU,,,FAU,,,success,13.3,6.76494,27.42,10.56867,"{""volume"": 14219.05160199118, ""ring_size_0"": 12.0, ""ring_size_1"": 6.0, ""ring_size_2"": 4.0, ""framework_density"": 13.3, ""largest_free_sphere"": 6.76494, ""accessible_volume_izc"": 27.42, ""largest_free_sphere_a"": 6.76488, ""largest_free_sphere_b"": 6.76494, ""largest_free_sphere_c"": 6.76494, ""largest_free_sphere_izc"": 7.35, ""largest_included_sphere"": 10.56867, ""largest_free_sphere_a_izc"": 7.35, ""largest_free_sphere_b_izc"": 7.35, ""largest_free_sphere_c_izc"": 7.35, ""largest_included_sphere_a"": 10.56384, ""largest_included_sphere_b"": 10.56867, ""largest_included_sphere_c"": 10.56384, ""largest_included_sphere_fsp"": 10.56867, ""largest_included_sphere_izc"": 11.24, ""chan_num_channels"": 1.0, ""density"": 1.34722, ""sa_num_channels"": 1.0, ""avol_num_channels"": 1.0}"
8070,FAU,,,FAU,,,success,13.3,6.76494,27.42,10.56867,"{""volume"": 14219.05160199118, ""ring_size_0"": 12.0, ""ring_size_1"": 6.0, ""ring_size_2"": 4.0, ""framework_density"": 13.3, ""largest_free_sphere"": 6.76494, ""accessible_volume_izc"": 27.42, ""largest_free_sphere_a"": 6.76488, ""largest_free_sphere_b"": 6.76494, ""largest_free_sphere_c"": 6.76494, ""largest_free_sphere_izc"": 7.35, ""largest_included_sphere"": 10.56867, ""largest_free_sphere_a_izc"": 7.35, ""largest_free_sphere_b_izc"": 7.35, ""largest_free_sphere_c_izc"": 7.35, ""largest_included_sphere_a"": 10.56384, ""largest_included_sphere_b"": 10.56867, ""largest_included_sphere_c"": 10.56384, ""largest_included_sphere_fsp"": 10.56867, ""largest_included_sphere_izc"": 11.24, ""chan_num_channels"": 1.0, ""density"": 1.34722, ""sa_num_channels"": 1.0, ""avol_num_channels"": 1.0}"
8071,FAU,,,FAU,,,success,13.3,6.76494,27.42,10.56867,"{""volume"": 14219.05160199118, ""ring_size_0"": 12.0, ""ring_size_1"": 6.0, ""ring_size_2"": 4.0, ""framework_density"": 13.3, ""largest_free_sphere"": 6.76494, ""accessible_volume_izc"": 27.42, ""largest_free_sphere_a"": 6.76488, ""largest_free_sphere_b"": 6.76494, ""largest_free_sphere_c"": 6.76494, ""largest_free_sphere_izc"": 7.35, ""largest_included_sphere"": 10.56867, ""largest_free_sphere_a_izc"": 7.35, ""largest_free_sphere_b_izc"": 7.35, ""largest_free_sphere_c_izc"": 7.35, ""largest_included_sphere_a"": 10.56384, ""largest_included_sphere_b"": 10.56867, ""largest_included_sphere_c"": 10.56384, ""largest_included_sphere_fsp"": 10.56867, ""largest_included_sphere_izc"": 11.24, ""chan_num_channels"": 1.0, ""density"": 1.34722, ""sa_num_channels"": 1.0, ""avol_num_channels"": 1.0}"
8072,FAU,,,FAU,,,success,13.3,6.76494,27.42,10.56867,"{""volume"": 14219.05160199118, ""ring_size_0"": 12.0, ""ring_size_1"": 6.0, ""ring_size_2"": 4.0, ""framework_density"": 13.3, ""largest_free_sphere"": 6.76494, ""accessible_volume_izc"": 27.42, ""largest_free_sphere_a"": 6.76488, ""largest_free_sphere_b"": 6.76494, ""largest_free_sphere_c"": 6.76494, ""largest_free_sphere_izc"": 7.35, ""largest_included_sphere"": 10.56867, ""largest_free_sphere_a_izc"": 7.35, ""largest_free_sphere_b_izc"": 7.35, ""largest_free_sphere_c_izc"": 7.35, ""largest_included_sphere_a"": 10.56384, ""largest_included_sphere_b"": 10.56867, ""largest_included_sphere_c"": 10.56384, ""largest_included_sphere_fsp"": 10.56867, ""largest_included_sphere_izc"": 11.24, ""chan_num_channels"": 1.0, ""density"": 1.34722, ""sa_num_channels"": 1.0, ""avol_num_channels"": 1.0}"
8073,FAU,,,FAU,,,success,13.3,6.76494,27.42,10.56867,"{""volume"": 14219.05160199118, ""ring_size_0"": 12.0, ""ring_size_1"": 6.0, ""ring_size_2"": 4.0, ""framework_density"": 13.3, ""largest_free_sphere"": 6.76494, ""accessible_volume_izc"": 27.42, ""largest_free_sphere_a"": 6.76488, ""largest_free_sphere_b"": 6.76494, ""largest_free_sphere_c"": 6.76494, ""largest_free_sphere_izc"": 7.35, ""largest_included_sphere"": 10.56867, ""largest_free_sphere_a_izc"": 7.35, ""largest_free_sphere_b_izc"": 7.35, ""largest_free_sphere_c_izc"": 7.35, ""largest_included_sphere_a"": 10.56384, ""largest_included_sphere_b"": 10.56867, ""largest_included_sphere_c"": 10.56384, ""largest_included_sphere_fsp"": 10.56867, ""largest_included_sphere_izc"": 11.24, ""chan_num_channels"": 1.0, ""density"": 1.34722, ""sa_num_channels"": 1.0, ""avol_num_channels"": 1.0}"
