route_id,primary_topology,secondary_phase,tertiary_phase,primary_product,secondary_product,tertiary_product,failure_label,framework_density,largest_free_sphere,accessible_volume_izc,largest_included_sphere,framework_descriptor_json
14552,,,,,,,failed_amorphous,,,,,
14553,MFI,,,MFI,,,success,18.4,4.47828,9.81,6.1816,"{""volume"": 5253.124009070798, ""ring_size_0"": 10.0, ""ring_size_1"": 6.0, ""ring_size_2"": 5.0, ""ring_size_3"": 4.0, ""framework_density"": 18.4, ""largest_free_sphere"": 4.47828, ""accessible_volume_izc"": 9.81, ""largest_free_sphere_a"": 4.47824, ""largest_free_sphere_b"": 4.47828, ""largest_free_sphere_c"": 4.47828, ""largest_free_sphere_izc"": 4.7, ""largest_included_sphere"": 6.1816, ""largest_free_sphere_a_izc"": 4.7, ""largest_free_sphere_b_izc"": 4.46, ""largest_free_sphere_c_izc"": 4.46, ""largest_included_sphere_a"": 6.17626, ""largest_included_sphere_b"": 6.16572, ""largest_included_sphere_c"": 6.1816, ""largest_included_sphere_fsp"": 6.1816, ""largest_included_sphere_izc"": 6.36, ""chan_num_channels"": 1.0, ""density"": 1.82331, ""sa_num_channels"": 1.0, ""avol_num_channels"": 1.0}"
14554,MTW,,,MTW,,,success,18.2,5.26055,9.42,5.58957,"{""volume"": 1479.80787464595, ""ring_size_0"": 12.0, ""ring_size_1"": 6.0, ""ring_size_2"": 5.0, ""ring_size_3"": 4.0, ""framework_density"": 18.2, ""largest_free_sphere"": 5.26055, ""accessible_volume_izc"": 9.42, ""largest_free_sphere_a"": 1.05119, ""largest_free_sphere_b"": 5.26055, ""largest_free_sphere_c"": 1.43371, ""largest_free_sphere_izc"": 5.68, ""largest_included_sphere"": 5.58957, ""largest_free_sphere_a_izc"": 1.27, ""largest_free_sphere_b_izc"": 5.68, ""largest_free_sphere_c_izc"": 2.41, ""largest_included_sphere_a"": 5.58947, ""largest_included_sphere_b"": 5.54736, ""largest_included_sphere_c"": 5.47172, ""largest_included_sphere_fsp"": 5.54736, ""largest_included_sphere_izc"": 6.08, ""chan_num_channels"": 2.0, ""density"": 1.88782, ""sa_num_channels"": 2.0, ""avol_num_channels"": 2.0}"
14555,MFI,,,MFI,,,success,18.4,4.47828,9.81,6.1816,"{""volume"": 5253.124009070798, ""ring_size_0"": 10.0, ""ring_size_1"": 6.0, ""ring_size_2"": 5.0, ""ring_size_3"": 4.0, ""framework_density"": 18.4, ""largest_free_sphere"": 4.47828, ""accessible_volume_izc"": 9.81, ""largest_free_sphere_a"": 4.47824, ""largest_free_sphere_b"": 4.47828, ""largest_free_sphere_c"": 4.47828, ""largest_free_sphere_izc"": 4.7, ""largest_included_sphere"": 6.1816, ""largest_free_sphere_a_izc"": 4.7, ""largest_free_sphere_b_izc"": 4.46, ""largest_free_sphere_c_izc"": 4.46, ""largest_included_sphere_a"": 6.17626, ""largest_included_sphere_b"": 6.16572, ""largest_included_sphere_c"": 6.1816, ""largest_included_sphere_fsp"": 6.1816, ""largest_included_sphere_izc"": 6.36, ""chan_num_channels"": 1.0, ""density"": 1.82331, ""sa_num_channels"": 1.0, ""avol_num_channels"": 1.0}"
14556,MTW,,,MTW,,,success,18.2,5.26055,9.42,5.58957,"{""volume"": 1479.80787464595, ""ring_size_0"": 12.0, ""ring_size_1"": 6.0, ""ring_size_2"": 5.0, ""ring_size_3"": 4.0, ""framework_density"": 18.2, ""largest_free_sphere"": 5.26055, ""accessible_volume_izc"": 9.42, ""largest_free_sphere_a"": 1.05119, ""largest_free_sphere_b"": 5.26055, ""largest_free_sphere_c"": 1.43371, ""largest_free_sphere_izc"": 5.68, ""largest_included_sphere"": 5.58957, ""largest_free_sphere_a_izc"": 1.27, ""largest_free_sphere_b_izc"": 5.68, ""largest_free_sphere_c_izc"": 2.41, ""largest_included_sphere_a"": 5.58947, ""largest_included_sphere_b"": 5.54736, ""largest_included_sphere_c"": 5.47172, ""largest_included_sphere_fsp"": 5.54736, ""largest_included_sphere_izc"": 6.08, ""chan_num_channels"": 2.0, ""density"": 1.88782, ""sa_num_channels"": 2.0, ""avol_num_channels"": 2.0}"
14557,*BEA,,,*BEA,,,success,,,,,
14558,,,,,,,failed_amorphous,,,,,
14559,,,,,,,failed_amorphous,,,,,
14560,MFI,,,TS-1,,,success,18.4,4.47828,9.81,6.1816,"{""volume"": 5253.124009070798, ""ring_size_0"": 10.0, ""ring_size_1"": 6.0, ""ring_size_2"": 5.0, ""ring_size_3"": 4.0, ""framework_density"": 18.4, ""largest_free_sphere"": 4.47828, ""accessible_volume_izc"": 9.81, ""largest_free_sphere_a"": 4.47824, ""largest_free_sphere_b"": 4.47828, ""largest_free_sphere_c"": 4.47828, ""largest_free_sphere_izc"": 4.7, ""largest_included_sphere"": 6.1816, ""largest_free_sphere_a_izc"": 4.7, ""largest_free_sphere_b_izc"": 4.46, ""largest_free_sphere_c_izc"": 4.46, ""largest_included_sphere_a"": 6.17626, ""largest_included_sphere_b"": 6.16572, ""largest_included_sphere_c"": 6.1816, ""largest_included_sphere_fsp"": 6.1816, ""largest_included_sphere_izc"": 6.36, ""chan_num_channels"": 1.0, ""density"": 1.82331, ""sa_num_channels"": 1.0, ""avol_num_channels"": 1.0}"
14561,,,,,,,failed_amorphous,,,,,
14562,,,,,,,failed_amorphous,,,,,
14563,MFI,,,MFI,,,success,18.4,4.47828,9.81,6.1816,"{""volume"": 5253.124009070798, ""ring_size_0"": 10.0, ""ring_size_1"": 6.0, ""ring_size_2"": 5.0, ""ring_size_3"": 4.0, ""framework_density"": 18.4, ""largest_free_sphere"": 4.47828, ""accessible_volume_izc"": 9.81, ""largest_free_sphere_a"": 4.47824, ""largest_free_sphere_b"": 4.47828, ""largest_free_sphere_c"": 4.47828, ""largest_free_sphere_izc"": 4.7, ""largest_included_sphere"": 6.1816, ""largest_free_sphere_a_izc"": 4.7, ""largest_free_sphere_b_izc"": 4.46, ""largest_free_sphere_c_izc"": 4.46, ""largest_included_sphere_a"": 6.17626, ""largest_included_sphere_b"": 6.16572, ""largest_included_sphere_c"": 6.1816, ""largest_included_sphere_fsp"": 6.1816, ""largest_included_sphere_izc"": 6.36, ""chan_num_channels"": 1.0, ""density"": 1.82331, ""sa_num_channels"": 1.0, ""avol_num_channels"": 1.0}"
14564,,,,,,,failed_amorphous,,,,,
14565,CON,,,CON,,,success,15.7,5.00106,19.18,6.73502,"{""volume"": 3486.8762150999505, ""ring_size_0"": 12.0, ""ring_size_1"": 10.0, ""ring_size_2"": 6.0, ""ring_size_3"": 5.0, ""ring_size_4"": 4.0, ""framework_density"": 15.7, ""largest_free_sphere"": 5.00106, ""accessible_volume_izc"": 19.18, ""largest_free_sphere_a"": 4.30273, ""largest_free_sphere_b"": 4.30245, ""largest_free_sphere_c"": 5.00106, ""largest_free_sphere_izc"": 5.6, ""largest_included_sphere"": 6.73502, ""largest_free_sphere_a_izc"": 4.89, ""largest_free_sphere_b_izc"": 4.89, ""largest_free_sphere_c_izc"": 5.6, ""largest_included_sphere_a"": 6.73156, ""largest_included_sphere_b"": 6.73502, ""largest_included_sphere_c"": 6.70689, ""largest_included_sphere_fsp"": 6.70689, ""largest_included_sphere_izc"": 7.45, ""chan_num_channels"": 1.0, ""density"": 1.60236, ""sa_num_channels"": 1.0, ""avol_num_channels"": 1.0}"
14566,CON,,,CON,,,success,15.7,5.00106,19.18,6.73502,"{""volume"": 3486.8762150999505, ""ring_size_0"": 12.0, ""ring_size_1"": 10.0, ""ring_size_2"": 6.0, ""ring_size_3"": 5.0, ""ring_size_4"": 4.0, ""framework_density"": 15.7, ""largest_free_sphere"": 5.00106, ""accessible_volume_izc"": 19.18, ""largest_free_sphere_a"": 4.30273, ""largest_free_sphere_b"": 4.30245, ""largest_free_sphere_c"": 5.00106, ""largest_free_sphere_izc"": 5.6, ""largest_included_sphere"": 6.73502, ""largest_free_sphere_a_izc"": 4.89, ""largest_free_sphere_b_izc"": 4.89, ""largest_free_sphere_c_izc"": 5.6, ""largest_included_sphere_a"": 6.73156, ""largest_included_sphere_b"": 6.73502, ""largest_included_sphere_c"": 6.70689, ""largest_included_sphere_fsp"": 6.70689, ""largest_included_sphere_izc"": 7.45, ""chan_num_channels"": 1.0, ""density"": 1.60236, ""sa_num_channels"": 1.0, ""avol_num_channels"": 1.0}"
14567,CON,,,CON,,,success,15.7,5.00106,19.18,6.73502,"{""volume"": 3486.8762150999505, ""ring_size_0"": 12.0, ""ring_size_1"": 10.0, ""ring_size_2"": 6.0, ""ring_size_3"": 5.0, ""ring_size_4"": 4.0, ""framework_density"": 15.7, ""largest_free_sphere"": 5.00106, ""accessible_volume_izc"": 19.18, ""largest_free_sphere_a"": 4.30273, ""largest_free_sphere_b"": 4.30245, ""largest_free_sphere_c"": 5.00106, ""largest_free_sphere_izc"": 5.6, ""largest_included_sphere"": 6.73502, ""largest_free_sphere_a_izc"": 4.89, ""largest_free_sphere_b_izc"": 4.89, ""largest_free_sphere_c_izc"": 5.6, ""largest_included_sphere_a"": 6.73156, ""largest_included_sphere_b"": 6.73502, ""largest_included_sphere_c"": 6.70689, ""largest_included_sphere_fsp"": 6.70689, ""largest_included_sphere_izc"": 7.45, ""chan_num_channels"": 1.0, ""density"": 1.60236, ""sa_num_channels"": 1.0, ""avol_num_channels"": 1.0}"
14568,CON,,,CON,,,success,15.7,5.00106,19.18,6.73502,"{""volume"": 3486.8762150999505, ""ring_size_0"": 12.0, ""ring_size_1"": 10.0, ""ring_size_2"": 6.0, ""ring_size_3"": 5.0, ""ring_size_4"": 4.0, ""framework_density"": 15.7, ""largest_free_sphere"": 5.00106, ""accessible_volume_izc"": 19.18, ""largest_free_sphere_a"": 4.30273, ""largest_free_sphere_b"": 4.30245, ""largest_free_sphere_c"": 5.00106, ""largest_free_sphere_izc"": 5.6, ""largest_included_sphere"": 6.73502, ""largest_free_sphere_a_izc"": 4.89, ""largest_free_sphere_b_izc"": 4.89, ""largest_free_sphere_c_izc"": 5.6, ""largest_included_sphere_a"": 6.73156, ""largest_included_sphere_b"": 6.73502, ""largest_included_sphere_c"": 6.70689, ""largest_included_sphere_fsp"": 6.70689, ""largest_included_sphere_izc"": 7.45, ""chan_num_channels"": 1.0, ""density"": 1.60236, ""sa_num_channels"": 1.0, ""avol_num_channels"": 1.0}"
14569,,,,,,,failed_amorphous,,,,,
14570,MWW,,,MCM-22,,,success,15.9,4.10656,17.43,9.07385,"{""volume"": 4333.423763325055, ""ring_size_0"": 10.0, ""ring_size_1"": 6.0, ""ring_size_2"": 5.0, ""ring_size_3"": 4.0, ""framework_density"": 15.9, ""largest_free_sphere"": 4.10656, ""accessible_volume_izc"": 17.43, ""largest_free_sphere_a"": 4.10656, ""largest_free_sphere_b"": 4.10656, ""largest_free_sphere_c"": 2.01769, ""largest_free_sphere_izc"": 4.92, ""largest_included_sphere"": 9.07385, ""largest_free_sphere_a_izc"": 4.92, ""largest_free_sphere_b_izc"": 4.92, ""largest_free_sphere_c_izc"": 2.6, ""largest_included_sphere_a"": 9.07385, ""largest_included_sphere_b"": 9.07385, ""largest_included_sphere_c"": 8.99575, ""largest_included_sphere_fsp"": 9.07385, ""largest_included_sphere_izc"": 9.69, ""chan_num_channels"": 2.0, ""density"": 1.65771, ""sa_num_channels"": 2.0, ""avol_num_channels"": 2.0}"
14571,MWW,,,MCM-22,,,success,15.9,4.10656,17.43,9.07385,"{""volume"": 4333.423763325055, ""ring_size_0"": 10.0, ""ring_size_1"": 6.0, ""ring_size_2"": 5.0, ""ring_size_3"": 4.0, ""framework_density"": 15.9, ""largest_free_sphere"": 4.10656, ""accessible_volume_izc"": 17.43, ""largest_free_sphere_a"": 4.10656, ""largest_free_sphere_b"": 4.10656, ""largest_free_sphere_c"": 2.01769, ""largest_free_sphere_izc"": 4.92, ""largest_included_sphere"": 9.07385, ""largest_free_sphere_a_izc"": 4.92, ""largest_free_sphere_b_izc"": 4.92, ""largest_free_sphere_c_izc"": 2.6, ""largest_included_sphere_a"": 9.07385, ""largest_included_sphere_b"": 9.07385, ""largest_included_sphere_c"": 8.99575, ""largest_included_sphere_fsp"": 9.07385, ""largest_included_sphere_izc"": 9.69, ""chan_num_channels"": 2.0, ""density"": 1.65771, ""sa_num_channels"": 2.0, ""avol_num_channels"": 2.0}"
14572,MWW,,,MCM-22,,,success,15.9,4.10656,17.43,9.07385,"{""volume"": 4333.423763325055, ""ring_size_0"": 10.0, ""ring_size_1"": 6.0, ""ring_size_2"": 5.0, ""ring_size_3"": 4.0, ""framework_density"": 15.9, ""largest_free_sphere"": 4.10656, ""accessible_volume_izc"": 17.43, ""largest_free_sphere_a"": 4.10656, ""largest_free_sphere_b"": 4.10656, ""largest_free_sphere_c"": 2.01769, ""largest_free_sphere_izc"": 4.92, ""largest_included_sphere"": 9.07385, ""largest_free_sphere_a_izc"": 4.92, ""largest_free_sphere_b_izc"": 4.92, ""largest_free_sphere_c_izc"": 2.6, ""largest_included_sphere_a"": 9.07385, ""largest_included_sphere_b"": 9.07385, ""largest_included_sphere_c"": 8.99575, ""largest_included_sphere_fsp"": 9.07385, ""largest_included_sphere_izc"": 9.69, ""chan_num_channels"": 2.0, ""density"": 1.65771, ""sa_num_channels"": 2.0, ""avol_num_channels"": 2.0}"
14573,,,,,,,failed_amorphous,,,,,
14574,CHA,,,SAPO-34,,,success,15.1,3.15152,17.27,6.57102,"{""volume"": 2309.3519974012615, ""ring_size_0"": 8.0, ""ring_size_1"": 6.0, ""ring_size_2"": 4.0, ""framework_density"": 15.1, ""largest_free_sphere"": 3.15152, ""accessible_volume_izc"": 17.27, ""largest_free_sphere_a"": 3.15152, ""largest_free_sphere_b"": 3.15152, ""largest_free_sphere_c"": 3.15148, ""largest_free_sphere_izc"": 3.72, ""largest_included_sphere"": 6.57102, ""largest_free_sphere_a_izc"": 3.72, ""largest_free_sphere_b_izc"": 3.72, ""largest_free_sphere_c_izc"": 3.72, ""largest_included_sphere_a"": 6.56548, ""largest_included_sphere_b"": 6.56732, ""largest_included_sphere_c"": 6.57102, ""largest_included_sphere_fsp"": 6.56548, ""largest_included_sphere_izc"": 7.37, ""chan_num_channels"": 1.0, ""density"": 1.55532, ""sa_num_channels"": 1.0, ""avol_num_channels"": 1.0}"
14575,,,,,,,failed_amorphous,,,,,
14576,,,,,,,failed_amorphous,,,,,
14577,LTA,,,zeolite A,,,success,14.2,3.57635,21.43,10.09629,"{""volume"": 1654.743344441364, ""ring_size_0"": 8.0, ""ring_size_1"": 6.0, ""ring_size_2"": 4.0, ""framework_density"": 14.2, ""largest_free_sphere"": 3.57635, ""accessible_volume_izc"": 21.43, ""largest_free_sphere_a"": 3.57623, ""largest_free_sphere_b"": 3.57635, ""largest_free_sphere_c"": 3.57527, ""largest_free_sphere_izc"": 4.21, ""largest_included_sphere"": 10.09629, ""largest_free_sphere_a_izc"": 4.21, ""largest_free_sphere_b_izc"": 4.21, ""largest_free_sphere_c_izc"": 4.21, ""largest_included_sphere_a"": 9.99468, ""largest_included_sphere_b"": 10.08406, ""largest_included_sphere_c"": 10.08406, ""largest_included_sphere_fsp"": 10.08406, ""largest_included_sphere_izc"": 11.05, ""chan_num_channels"": 1.0, ""density"": 1.44707, ""sa_num_channels"": 1.0, ""avol_num_channels"": 1.0}"
14578,CHA,,,CHA,,,success,15.1,3.15152,17.27,6.57102,"{""volume"": 2309.3519974012615, ""ring_size_0"": 8.0, ""ring_size_1"": 6.0, ""ring_size_2"": 4.0, ""framework_density"": 15.1, ""largest_free_sphere"": 3.15152, ""accessible_volume_izc"": 17.27, ""largest_free_sphere_a"": 3.15152, ""largest_free_sphere_b"": 3.15152, ""largest_free_sphere_c"": 3.15148, ""largest_free_sphere_izc"": 3.72, ""largest_included_sphere"": 6.57102, ""largest_free_sphere_a_izc"": 3.72, ""largest_free_sphere_b_izc"": 3.72, ""largest_free_sphere_c_izc"": 3.72, ""largest_included_sphere_a"": 6.56548, ""largest_included_sphere_b"": 6.56732, ""largest_included_sphere_c"": 6.57102, ""largest_included_sphere_fsp"": 6.56548, ""largest_included_sphere_izc"": 7.37, ""chan_num_channels"": 1.0, ""density"": 1.55532, ""sa_num_channels"": 1.0, ""avol_num_channels"": 1.0}"
14579,,,,,,,failed_amorphous,,,,,
14580,CHA,,,SAPO-34,,,success,15.1,3.15152,17.27,6.57102,"{""volume"": 2309.3519974012615, ""ring_size_0"": 8.0, ""ring_size_1"": 6.0, ""ring_size_2"": 4.0, ""framework_density"": 15.1, ""largest_free_sphere"": 3.15152, ""accessible_volume_izc"": 17.27, ""largest_free_sphere_a"": 3.15152, ""largest_free_sphere_b"": 3.15152, ""largest_free_sphere_c"": 3.15148, ""largest_free_sphere_izc"": 3.72, ""largest_included_sphere"": 6.57102, ""largest_free_sphere_a_izc"": 3.72, ""largest_free_sphere_b_izc"": 3.72, ""largest_free_sphere_c_izc"": 3.72, ""largest_included_sphere_a"": 6.56548, ""largest_included_sphere_b"": 6.56732, ""largest_included_sphere_c"": 6.57102, ""largest_included_sphere_fsp"": 6.56548, ""largest_included_sphere_izc"": 7.37, ""chan_num_channels"": 1.0, ""density"": 1.55532, ""sa_num_channels"": 1.0, ""avol_num_channels"": 1.0}"
14581,,,,,,,failed_amorphous,,,,,
14582,MWW,,,MCM-22,,,success,15.9,4.10656,17.43,9.07385,"{""volume"": 4333.423763325055, ""ring_size_0"": 10.0, ""ring_size_1"": 6.0, ""ring_size_2"": 5.0, ""ring_size_3"": 4.0, ""framework_density"": 15.9, ""largest_free_sphere"": 4.10656, ""accessible_volume_izc"": 17.43, ""largest_free_sphere_a"": 4.10656, ""largest_free_sphere_b"": 4.10656, ""largest_free_sphere_c"": 2.01769, ""largest_free_sphere_izc"": 4.92, ""largest_included_sphere"": 9.07385, ""largest_free_sphere_a_izc"": 4.92, ""largest_free_sphere_b_izc"": 4.92, ""largest_free_sphere_c_izc"": 2.6, ""largest_included_sphere_a"": 9.07385, ""largest_included_sphere_b"": 9.07385, ""largest_included_sphere_c"": 8.99575, ""largest_included_sphere_fsp"": 9.07385, ""largest_included_sphere_izc"": 9.69, ""chan_num_channels"": 2.0, ""density"": 1.65771, ""sa_num_channels"": 2.0, ""avol_num_channels"": 2.0}"
14583,,,,,,,failed_amorphous,,,,,
14584,MFI,,,silicalite-1,,,success,18.4,4.47828,9.81,6.1816,"{""volume"": 5253.124009070798, ""ring_size_0"": 10.0, ""ring_size_1"": 6.0, ""ring_size_2"": 5.0, ""ring_size_3"": 4.0, ""framework_density"": 18.4, ""largest_free_sphere"": 4.47828, ""accessible_volume_izc"": 9.81, ""largest_free_sphere_a"": 4.47824, ""largest_free_sphere_b"": 4.47828, ""largest_free_sphere_c"": 4.47828, ""largest_free_sphere_izc"": 4.7, ""largest_included_sphere"": 6.1816, ""largest_free_sphere_a_izc"": 4.7, ""largest_free_sphere_b_izc"": 4.46, ""largest_free_sphere_c_izc"": 4.46, ""largest_included_sphere_a"": 6.17626, ""largest_included_sphere_b"": 6.16572, ""largest_included_sphere_c"": 6.1816, ""largest_included_sphere_fsp"": 6.1816, ""largest_included_sphere_izc"": 6.36, ""chan_num_channels"": 1.0, ""density"": 1.82331, ""sa_num_channels"": 1.0, ""avol_num_channels"": 1.0}"
14585,MFI,,,ZSM-5,,,success,18.4,4.47828,9.81,6.1816,"{""volume"": 5253.124009070798, ""ring_size_0"": 10.0, ""ring_size_1"": 6.0, ""ring_size_2"": 5.0, ""ring_size_3"": 4.0, ""framework_density"": 18.4, ""largest_free_sphere"": 4.47828, ""accessible_volume_izc"": 9.81, ""largest_free_sphere_a"": 4.47824, ""largest_free_sphere_b"": 4.47828, ""largest_free_sphere_c"": 4.47828, ""largest_free_sphere_izc"": 4.7, ""largest_included_sphere"": 6.1816, ""largest_free_sphere_a_izc"": 4.7, ""largest_free_sphere_b_izc"": 4.46, ""largest_free_sphere_c_izc"": 4.46, ""largest_included_sphere_a"": 6.17626, ""largest_included_sphere_b"": 6.16572, ""largest_included_sphere_c"": 6.1816, ""largest_included_sphere_fsp"": 6.1816, ""largest_included_sphere_izc"": 6.36, ""chan_num_channels"": 1.0, ""density"": 1.82331, ""sa_num_channels"": 1.0, ""avol_num_channels"": 1.0}"
14586,,,,,,,failed_amorphous,,,,,
14587,MFI,,,MFI,,,success,18.4,4.47828,9.81,6.1816,"{""volume"": 5253.124009070798, ""ring_size_0"": 10.0, ""ring_size_1"": 6.0, ""ring_size_2"": 5.0, ""ring_size_3"": 4.0, ""framework_density"": 18.4, ""largest_free_sphere"": 4.47828, ""accessible_volume_izc"": 9.81, ""largest_free_sphere_a"": 4.47824, ""largest_free_sphere_b"": 4.47828, ""largest_free_sphere_c"": 4.47828, ""largest_free_sphere_izc"": 4.7, ""largest_included_sphere"": 6.1816, ""largest_free_sphere_a_izc"": 4.7, ""largest_free_sphere_b_izc"": 4.46, ""largest_free_sphere_c_izc"": 4.46, ""largest_included_sphere_a"": 6.17626, ""largest_included_sphere_b"": 6.16572, ""largest_included_sphere_c"": 6.1816, ""largest_included_sphere_fsp"": 6.1816, ""largest_included_sphere_izc"": 6.36, ""chan_num_channels"": 1.0, ""density"": 1.82331, ""sa_num_channels"": 1.0, ""avol_num_channels"": 1.0}"
14588,,,,,,,failed_amorphous,,,,,
14589,,,,,,,failed_amorphous,,,,,
14590,,,,,,,failed_amorphous,,,,,
14591,,,,,,,failed_amorphous,,,,,
14592,,,,,,,failed_amorphous,,,,,
14593,,,,,,,failed_amorphous,,,,,
14594,MFI,,,TS-1,,,success,18.4,4.47828,9.81,6.1816,"{""volume"": 5253.124009070798, ""ring_size_0"": 10.0, ""ring_size_1"": 6.0, ""ring_size_2"": 5.0, ""ring_size_3"": 4.0, ""framework_density"": 18.4, ""largest_free_sphere"": 4.47828, ""accessible_volume_izc"": 9.81, ""largest_free_sphere_a"": 4.47824, ""largest_free_sphere_b"": 4.47828, ""largest_free_sphere_c"": 4.47828, ""largest_free_sphere_izc"": 4.7, ""largest_included_sphere"": 6.1816, ""largest_free_sphere_a_izc"": 4.7, ""largest_free_sphere_b_izc"": 4.46, ""largest_free_sphere_c_izc"": 4.46, ""largest_included_sphere_a"": 6.17626, ""largest_included_sphere_b"": 6.16572, ""largest_included_sphere_c"": 6.1816, ""largest_included_sphere_fsp"": 6.1816, ""largest_included_sphere_izc"": 6.36, ""chan_num_channels"": 1.0, ""density"": 1.82331, ""sa_num_channels"": 1.0, ""avol_num_channels"": 1.0}"
14595,,,,,,,failed_amorphous,,,,,
14596,MFI,,,ZSM-5,,,success,18.4,4.47828,9.81,6.1816,"{""volume"": 5253.124009070798, ""ring_size_0"": 10.0, ""ring_size_1"": 6.0, ""ring_size_2"": 5.0, ""ring_size_3"": 4.0, ""framework_density"": 18.4, ""largest_free_sphere"": 4.47828, ""accessible_volume_izc"": 9.81, ""largest_free_sphere_a"": 4.47824, ""largest_free_sphere_b"": 4.47828, ""largest_free_sphere_c"": 4.47828, ""largest_free_sphere_izc"": 4.7, ""largest_included_sphere"": 6.1816, ""largest_free_sphere_a_izc"": 4.7, ""largest_free_sphere_b_izc"": 4.46, ""largest_free_sphere_c_izc"": 4.46, ""largest_included_sphere_a"": 6.17626, ""largest_included_sphere_b"": 6.16572, ""largest_included_sphere_c"": 6.1816, ""largest_included_sphere_fsp"": 6.1816, ""largest_included_sphere_izc"": 6.36, ""chan_num_channels"": 1.0, ""density"": 1.82331, ""sa_num_channels"": 1.0, ""avol_num_channels"": 1.0}"
14597,MFI,,,silicalite-1,,,success,18.4,4.47828,9.81,6.1816,"{""volume"": 5253.124009070798, ""ring_size_0"": 10.0, ""ring_size_1"": 6.0, ""ring_size_2"": 5.0, ""ring_size_3"": 4.0, ""framework_density"": 18.4, ""largest_free_sphere"": 4.47828, ""accessible_volume_izc"": 9.81, ""largest_free_sphere_a"": 4.47824, ""largest_free_sphere_b"": 4.47828, ""largest_free_sphere_c"": 4.47828, ""largest_free_sphere_izc"": 4.7, ""largest_included_sphere"": 6.1816, ""largest_free_sphere_a_izc"": 4.7, ""largest_free_sphere_b_izc"": 4.46, ""largest_free_sphere_c_izc"": 4.46, ""largest_included_sphere_a"": 6.17626, ""largest_included_sphere_b"": 6.16572, ""largest_included_sphere_c"": 6.1816, ""largest_included_sphere_fsp"": 6.1816, ""largest_included_sphere_izc"": 6.36, ""chan_num_channels"": 1.0, ""density"": 1.82331, ""sa_num_channels"": 1.0, ""avol_num_channels"": 1.0}"
14598,,,,,,,failed_amorphous,,,,,
14599,*BEA,,,beta,,,success,,,,,
14600,*BEA,,,beta,,,success,,,,,
14601,*BEA,,,beta,,,success,,,,,
14602,,,,,,,failed_amorphous,,,,,
14603,,,,,,,failed_amorphous,,,,,
14604,,,,,,,failed_amorphous,,,,,
14605,MFI,,,TS-1,,,success,18.4,4.47828,9.81,6.1816,"{""volume"": 5253.124009070798, ""ring_size_0"": 10.0, ""ring_size_1"": 6.0, ""ring_size_2"": 5.0, ""ring_size_3"": 4.0, ""framework_density"": 18.4, ""largest_free_sphere"": 4.47828, ""accessible_volume_izc"": 9.81, ""largest_free_sphere_a"": 4.47824, ""largest_free_sphere_b"": 4.47828, ""largest_free_sphere_c"": 4.47828, ""largest_free_sphere_izc"": 4.7, ""largest_included_sphere"": 6.1816, ""largest_free_sphere_a_izc"": 4.7, ""largest_free_sphere_b_izc"": 4.46, ""largest_free_sphere_c_izc"": 4.46, ""largest_included_sphere_a"": 6.17626, ""largest_included_sphere_b"": 6.16572, ""largest_included_sphere_c"": 6.1816, ""largest_included_sphere_fsp"": 6.1816, ""largest_included_sphere_izc"": 6.36, ""chan_num_channels"": 1.0, ""density"": 1.82331, ""sa_num_channels"": 1.0, ""avol_num_channels"": 1.0}"
14606,,,,,,,failed_amorphous,,,,,
14607,,,,,,,failed_amorphous,,,,,
14608,MFI,,,silicalite-1,,,success,18.4,4.47828,9.81,6.1816,"{""volume"": 5253.124009070798, ""ring_size_0"": 10.0, ""ring_size_1"": 6.0, ""ring_size_2"": 5.0, ""ring_size_3"": 4.0, ""framework_density"": 18.4, ""largest_free_sphere"": 4.47828, ""accessible_volume_izc"": 9.81, ""largest_free_sphere_a"": 4.47824, ""largest_free_sphere_b"": 4.47828, ""largest_free_sphere_c"": 4.47828, ""largest_free_sphere_izc"": 4.7, ""largest_included_sphere"": 6.1816, ""largest_free_sphere_a_izc"": 4.7, ""largest_free_sphere_b_izc"": 4.46, ""largest_free_sphere_c_izc"": 4.46, ""largest_included_sphere_a"": 6.17626, ""largest_included_sphere_b"": 6.16572, ""largest_included_sphere_c"": 6.1816, ""largest_included_sphere_fsp"": 6.1816, ""largest_included_sphere_izc"": 6.36, ""chan_num_channels"": 1.0, ""density"": 1.82331, ""sa_num_channels"": 1.0, ""avol_num_channels"": 1.0}"
14609,MFI,,,TS-1,,,success,18.4,4.47828,9.81,6.1816,"{""volume"": 5253.124009070798, ""ring_size_0"": 10.0, ""ring_size_1"": 6.0, ""ring_size_2"": 5.0, ""ring_size_3"": 4.0, ""framework_density"": 18.4, ""largest_free_sphere"": 4.47828, ""accessible_volume_izc"": 9.81, ""largest_free_sphere_a"": 4.47824, ""largest_free_sphere_b"": 4.47828, ""largest_free_sphere_c"": 4.47828, ""largest_free_sphere_izc"": 4.7, ""largest_included_sphere"": 6.1816, ""largest_free_sphere_a_izc"": 4.7, ""largest_free_sphere_b_izc"": 4.46, ""largest_free_sphere_c_izc"": 4.46, ""largest_included_sphere_a"": 6.17626, ""largest_included_sphere_b"": 6.16572, ""largest_included_sphere_c"": 6.1816, ""largest_included_sphere_fsp"": 6.1816, ""largest_included_sphere_izc"": 6.36, ""chan_num_channels"": 1.0, ""density"": 1.82331, ""sa_num_channels"": 1.0, ""avol_num_channels"": 1.0}"
14610,,,,,,,failed_amorphous,,,,,
